ID,FirstName,LastName,Email,JobTitle,Company,Tags,Themes,HasBio,HasSessions,IsOfficial,IsPartner,IsTopSpeaker,CommunicationManager,ImageSmallURL,ImageThumbnailURL,ImageLargeURL,ImageMainURL
8c4cddb8-2b41-f011-a5f1-6045bda07d25,Sami A,Ajmi,,"Senior Vice President , Digital & information Technology",Aramco,,,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/23d38fab-72b3-4793-901c-96bdddcade18,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/efbe6449-0f49-4db0-9044-a55e269dba98,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/43e90cc3-29d8-4fcd-a664-a28a781bd928,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/43e90cc3-29d8-4fcd-a664-a28a781bd928
18e02090-350e-f011-aaa7-6045bd9d3cdc,Paul,Hudson,,CEO,Sanofi,,,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/60b66db5-e3ab-495a-9804-67228a8608f9,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/5f9424f3-ee98-496f-bd5d-2465825c376f,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/8f8ffc3d-dda7-4f27-bd68-a33b9ab3494a,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/946ece6e-b71e-456c-9fbd-50140365c151
8683bb54-501c-f011-8b3d-6045bdf3ac94,Maya,Rogers,,CEO,Tetris,"Gaming & esports, Luxury, Fashion & Cosmetics, Entertainment, Media & Creators Economy",,true,false,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/c1d39e8b-a2fc-4e24-9555-0c1390f81add,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/f382d42c-9f7e-43ea-94ca-15ee3f99681d,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/954de0c6-5543-43d3-9cc8-a26698403435,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/8bad5b6d-69f6-4c62-a0b5-3c7321ef7bd1
75175265-350e-f011-aaa7-6045bd9d3cdc,Zak,Brown,,CEO,McLaren Racing,"Sports, Marketing & Advertising, Entertainment, Media & Creators Economy",,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/6b1f3f40-4af8-4cee-9315-123cf499beed,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/6b34876a-893c-4fb0-9ed3-9f5b9e6207ac,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/6b34876a-893c-4fb0-9ed3-9f5b9e6207ac,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/6b34876a-893c-4fb0-9ed3-9f5b9e6207ac
176722ee-fe0e-f011-aaa7-6045bd9d3cdc,Mike,Krieger,,Chief Product Officer,Anthropic,"Artificial Intelligence, GovTech & Public Sector, Healthcare & Wellness",,true,false,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/240ba962-e693-419f-9989-20281e741a96,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/15630274-f4e8-4d22-a6ef-fcd55e4e7d63,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/60e8d7f6-19e7-428d-9a67-6e707e3ac2fb,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/da38a9dd-9fef-42b6-a2a3-fd86abe619fd
08040540-fc0f-f011-aaa7-6045bd9d3cdc,Clara,Chappaz,,Minister in charge of AI and Digital Affairs,France,,,false,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/f0110e76-9a06-4a47-a04f-cd2eea549da8,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/fb269950-804b-42aa-a21d-3c90642e1ed8,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/b943ca77-5664-4815-a4c6-bc7b18342fd5,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/095b773d-dad4-419b-a89f-612f7a470bb1
7bea36a9-1e04-f011-aaa7-6045bd9d3cdc,Nicolas,Hieronimus,,CEO,L'Oréal Groupe,,,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/67789ab8-04a2-4550-8266-6a511fc25a87,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/03b4d3c0-fb9e-4922-aa5e-e66a8e052db0,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/87ee496b-c92c-4c0e-8dcb-a8ef482d7a40,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/ae841873-477c-464f-b9ca-a0be1257e6e6
50f275cc-8e2a-f011-8b3d-6045bd903b46,Martin,Kon,,President and COO,Cohere,"Artificial Intelligence, GovTech & Public Sector",,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/8537d543-8664-42d4-9125-0ad46c75568f,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/1dd907eb-562b-4177-9503-607c3e359356,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/c49243d9-9f9a-4153-81ee-9487a45cd136,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/f70a3fc1-e147-461b-9889-db3f2e4a0c57
7862aec2-5440-f011-a5f1-6045bda07d25,Gerard,Piqué,,Founder & Chairman,Kings  League,,,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/dfffd937-b4b3-43fb-acc8-457df741b2e9,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/7a2a9472-b9e3-4fc4-b447-943e2ccb74de,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/f6acf9cf-a889-4cf6-8f69-e9cf6de8218f,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/b58f19e5-2104-4801-a619-d575c0476648
a870e7a3-a837-f011-a5f1-6045bda07d25,Dowson,Tong,,Senior Executive Vice President,Tencent,"Connectivity, Cloud & Infrastructure",,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/7d94667d-66ad-4c0a-a939-1cd148b4937c,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/8ab7851a-8a70-4fda-9b70-129084bb4c79,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/38ed4571-fed7-4d14-af11-5b900db61d6e,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/43443002-a316-4617-9d41-839a171ac331
f1fbf80e-f0e9-ef11-88f8-6045bd89b60c,Stanislas,Niox-Chateau,,CEO and co-founder,Doctolib,"Artificial Intelligence, Healthcare & Wellness",,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/9b28464c-c2e5-4d46-97da-ff28b9c54f90,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/5f940fdf-fae5-4efb-802c-38c85203854f,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/304851c1-3581-49c3-9f83-f35e36c9d1af,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/8733434a-b2e4-413a-a7e3-63940ce640d0
484e4fd1-8631-f011-8b3d-6045bd903b46,Rohit,Prasad,,SVP and Head Scientist - Artificial General Intelligence,Amazon,,,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/5d8caf42-7e55-4e82-ac79-a7ed8b700191,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/76cf658a-bedd-42e4-83ce-1ee1f5ab5df2,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/916a8fe4-2062-4f15-8c07-eb2f567fd76f,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/a598f585-6980-4ca3-8099-e3a40b47dc05
871eba2f-8309-f011-aaa7-6045bd9d3cdc,Stéphane,Bout,,Senior Partner,"QuantumBlack, AI by McKinsey","Deep Tech & Quantum Computing, Artificial Intelligence",,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/1226a396-e64c-4129-893d-d2b04cfdf4cb,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/a3eed521-11b1-401f-833f-b17e57b389e6,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/67819a4b-11e2-4a75-9c47-d0206a791b03,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/b7707dca-6ff5-4f3a-9cb4-4c80842af917
03cd3ff4-0304-f011-aaa7-6045bd9d3cdc,Christel,Heydemann,,CEO,Orange,"Artificial Intelligence, Connectivity, Cloud & Infrastructure, Cybersecurity",,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/dfc53671-38bb-4ed3-a520-28a50376376d,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/60b67660-7062-4883-b793-4a0f92de0e19,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/33064fd5-cba5-4c12-bf57-dc9442a56f96,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/6d51399d-8c5c-487f-92ec-f004d1c215a4
9b000a5f-24ff-ef11-aaa7-6045bd9d3cdc,Cliff,Obrecht,,Co-Founder and COO,Canva,Artificial Intelligence,,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/0626ffa0-0487-4096-87b8-cdd762e2cb7d,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/2b60671f-0989-46e6-ba8d-46cf5a17f59d,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/ba9e00f6-d090-4433-8270-22188191c13d,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/50ae1b67-5645-4169-8c29-78230b08e32c
37ee0cc4-0145-f011-8f7d-6045bdf3af56,Peng,Xiao,,Group Chief Executive Officer,G42,,,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/8ca30d2c-67d8-4440-92d3-ea39f81d780f,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/122b7dd0-cedb-40c5-ac96-e5a978010820,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/db539784-8ef8-4816-a33a-192b9dbd549a,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/fe5c6cc3-9153-4ea7-bfe4-cea2af03af48
af38298d-1dea-ef11-88f8-6045bd89b60c,Thomas,Dohmke,,CEO,GitHub,"Artificial Intelligence, Connectivity, Cloud & Infrastructure",,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/6891a5e1-ee48-466a-ad07-72e10cccca32,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/2cf6a317-54e3-48e8-9711-befd7edb19f1,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/1a86ece1-4d56-415b-9b35-9f467224266c,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/0e264820-d670-4fdc-9184-8c371ff1bb61
375cc368-e903-f011-aaa7-6045bd9d3cdc,Alain,Aspect,,Professor,Institut d'Optique Graduate School,Deep Tech & Quantum Computing,,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/71829866-0940-41e4-9547-e5e5678057bb,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/066d9505-945b-47d0-8c3f-bcc36e2dd92f,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/fd514f0e-9818-480e-bc95-120d54aef23c,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/89c62626-2673-4cd4-b50a-60580f179143
5cf8d836-e5f5-ef11-90cb-6045bda07d25,Pascal,Gauthier,,CEO,Ledger,"Fintech, Banking & Crypto",,false,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/9b237f0e-1d9a-4bce-9ba9-0656f8800bd0,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/35369cb2-709f-4670-bd28-71754d2b4342,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/43235bc3-f6a8-45d1-9302-2383ecce19fa,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/ba0bd9ec-d6d6-419a-9d53-d7b572369b03
bda863f1-39fb-ef11-90cb-6045bdf3a630,Hans,Vestberg,,Chairman and CEO,Verizon,"Artificial Intelligence, Sports, Connectivity, Cloud & Infrastructure",,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/98013ef3-3807-4b6b-8960-59eb3a7284ca,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/feaf3d17-39e7-45e3-b520-5579e1d2ff80,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/2d22b7d3-1792-4dae-abf2-83ae51d1939c,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/a81737c8-86db-471f-b962-78c9768858e5
55176210-cb08-f011-aaa7-6045bd9d3cdc,Mohamed,Kande,,Global Chairman,PwC,Artificial Intelligence,,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/7894ba68-5c2c-47eb-8236-4837e827eb97,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/5bd8b7de-1f24-4f39-9c69-b3e31660e89b,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/7bc8e181-0644-4621-a82e-fec1fa1dfe8e,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/7bc8e181-0644-4621-a82e-fec1fa1dfe8e
833c49b1-881f-f011-8b3d-6045bdf3ac94,Frédérique,Dame,,General Partner,Google Ventures,,,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/02eb751d-effa-46a1-a28d-d9ebbac0d250,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/f2418cf8-52ca-421d-8808-1943eec33c0b,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/4a88cdee-41fc-4229-9c7b-e1ceccfee56a,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/02b7c878-6186-4499-b6b7-874d481683cc
6b2ee69a-0341-f011-a5f1-6045bda07d25,James,Rebours,,CEO & Co-founder,Klark,"Artificial Intelligence, Consulting & B2B services, Retail & E-commerce",,true,true,true,false,true,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/29753538-99f1-4510-937f-2822781d4ae7,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/9ddd5bae-4d82-4219-bba3-e3a50591daf6,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/4c299932-e644-4f40-88d5-2c8ca79d1a16,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/32a0e922-6286-4724-acd8-06b33d477b7d
bc781b1b-c834-f011-a5f1-6045bda07d25,Alexander,Sukharevsky,,Senior Partner,"QuantumBlack, AI by McKinsey",Artificial Intelligence,,true,true,true,false,false,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/e44cf755-ec34-4ac3-9140-488b6a567a69,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/3b85986b-c41c-41bf-becc-c981856407ec,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/0b092485-1d59-449d-a13f-5654e401adc4,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/5355dcdb-9671-42df-9cda-3e71dfb18212
cf9eb31f-0a30-f011-8b3d-6045bd903b46,DeLaurentis,.,,.,"French electro musician, producer and performer",,,true,true,true,false,false,N/A,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/73b7ba34-e8c0-4b32-866b-fd576a822edb,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/b3e1749c-4302-4181-887a-ef8f9e9c531b,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/374ac7e1-622b-4fa7-87de-9b5f0f962943,https://storageprdv2inwink.blob.core.windows.net/eb8f3fce-49cf-458a-94c3-1e14a570d54c/eca42400-c888-401c-a5b7-262eba5e9da7
